entity,entity_type,degree_centrality,degree,total_weight,eigenvector_centrality,pagerank,betweenness_centrality,closeness_centrality,time_window,network_type,momentum_delta,momentum_label
Vancouver Whitecaps FC,club,0.214286,6,17,0.099518,0.020206,0.006246,0.54902,2024_Q1,club_cooccurrence,-0.007885,falling
Colorado Rapids,club,0.107143,3,7,0.041572,0.011467,0.0,0.5,2024_Q1,club_cooccurrence,-0.010407,falling
Portland Timbers,club,0.428571,12,34,0.185806,0.03626,0.032848,0.636364,2024_Q1,club_cooccurrence,0.018089,rising
Charlotte FC,club,0.392857,11,38,0.155332,0.028162,0.003905,0.622222,2024_Q2,club_cooccurrence,0.006261,rising
Columbus Crew,club,0.785714,22,75,0.242295,0.054572,0.075973,0.823529,2024_Q2,club_cooccurrence,-0.004057,falling
Inter Miami CF,club,0.75,21,99,0.317709,0.06859,0.032756,0.8,2024_Q2,club_cooccurrence,0.001433,stable
Nashville SC,club,0.535714,15,77,0.313684,0.051674,0.007899,0.682927,2024_Q2,club_cooccurrence,0.010939,rising
Philadelphia Union,club,0.5,14,45,0.164357,0.034216,0.052029,0.666667,2024_Q2,club_cooccurrence,-0.008536,falling
Seattle Sounders FC,club,0.714286,20,68,0.2091,0.049858,0.049263,0.777778,2024_Q2,club_cooccurrence,-0.003996,falling
Vancouver Whitecaps FC,club,0.571429,16,71,0.278565,0.049533,0.040779,0.7,2024_Q2,club_cooccurrence,0.021629,rising
CF Montreal,club,0.857143,24,87,0.276578,0.061365,0.057855,0.875,2024_Q2,club_cooccurrence,0.01407,rising
Minnesota United FC,club,0.5,14,48,0.151078,0.035639,0.031752,0.666667,2024_Q2,club_cooccurrence,0.013783,rising
New England Revolution,club,0.25,7,22,0.091875,0.018404,0.006702,0.571429,2024_Q2,club_cooccurrence,-0.008778,falling
New York Red Bulls,club,0.392857,11,24,0.083528,0.020654,0.044772,0.622222,2024_Q2,club_cooccurrence,-0.011167,falling
Colorado Rapids,club,0.535714,15,66,0.259283,0.045646,0.010117,0.682927,2024_Q2,club_cooccurrence,0.025807,rising
LA Galaxy,club,0.571429,16,63,0.164742,0.046422,0.028284,0.7,2024_Q2,club_cooccurrence,0.011666,rising
LAFC,club,0.607143,17,56,0.155921,0.041691,0.058673,0.717949,2024_Q2,club_cooccurrence,-0.015531,falling
Portland Timbers,club,0.25,7,15,0.046361,0.014587,0.013039,0.56,2024_Q2,club_cooccurrence,-0.011082,falling
Real Salt Lake,club,0.464286,13,39,0.104681,0.031138,0.007584,0.651163,2024_Q2,club_cooccurrence,-0.002434,falling
Sporting Kansas City,club,0.464286,13,36,0.108912,0.028264,0.047741,0.651163,2024_Q2,club_cooccurrence,0.00022,stable
FC Dallas,club,0.642857,18,80,0.296733,0.054763,0.074524,0.736842,2024_Q2,club_cooccurrence,0.029582,rising
New York City FC,club,0.214286,6,13,0.047828,0.014146,0.01724,0.54902,2024_Q2,club_cooccurrence,-0.030425,falling
Orlando City SC,club,0.142857,4,8,0.021423,0.010798,0.005379,0.518519,2024_Q2,club_cooccurrence,-0.028865,falling
San Jose Earthquakes,club,0.428571,12,40,0.114219,0.031186,0.028362,0.636364,2024_Q2,club_cooccurrence,0.011967,rising
FC Cincinnati,club,0.428571,12,45,0.162559,0.033603,0.0,0.636364,2024_Q2,club_cooccurrence,-0.011108,falling
Austin FC,club,0.214286,6,12,0.047786,0.012484,0.010009,0.56,2024_Q2,club_cooccurrence,0.002049,rising
Houston Dynamo FC,club,0.178571,5,11,0.033026,0.012104,0.002425,0.518519,2024_Q2,club_cooccurrence,-0.018811,falling
St. Louis City SC,club,0.178571,5,11,0.029366,0.01223,0.003527,0.518519,2024_Q2,club_cooccurrence,-0.010839,falling
Chicago Fire FC,club,0.571429,16,45,0.164377,0.03394,0.04415,0.7,2024_Q2,club_cooccurrence,0.008584,rising
Toronto FC,club,0.571429,16,88,0.33794,0.059756,0.009436,0.7,2024_Q2,club_cooccurrence,0.004043,rising
D.C. United,club,0.178571,5,10,0.036836,0.011457,0.011177,0.528302,2024_Q2,club_cooccurrence,-0.005093,falling
Atlanta United FC,club,0.392857,11,46,0.184452,0.033115,0.001653,0.622222,2024_Q2,club_cooccurrence,0.008688,rising
Charlotte FC,club,0.428571,12,37,0.116088,0.025163,0.009039,0.622222,2024_Q3,club_cooccurrence,-0.001016,stable
New York City FC,club,0.571429,16,83,0.262669,0.049957,0.004346,0.7,2024_Q3,club_cooccurrence,0.009006,rising
Colorado Rapids,club,0.428571,12,45,0.13851,0.029622,0.009039,0.622222,2024_Q3,club_cooccurrence,0.000808,stable
LAFC,club,0.642857,18,79,0.222769,0.0493,0.046473,0.736842,2024_Q3,club_cooccurrence,0.007461,rising
Real Salt Lake,club,0.571429,16,47,0.139401,0.030866,0.051871,0.682927,2024_Q3,club_cooccurrence,-0.007096,falling
D.C. United,club,0.571429,16,56,0.151823,0.0366,0.020282,0.7,2024_Q3,club_cooccurrence,0.019418,rising
New England Revolution,club,0.464286,13,37,0.114367,0.025369,0.031305,0.651163,2024_Q3,club_cooccurrence,0.000649,stable
Philadelphia Union,club,0.857143,24,104,0.282711,0.064567,0.026663,0.875,2024_Q3,club_cooccurrence,0.024485,rising
CF Montreal,club,0.821429,23,117,0.302236,0.07218,0.01118,0.848485,2024_Q3,club_cooccurrence,0.019636,rising
Columbus Crew,club,0.821429,23,125,0.375416,0.073404,0.036313,0.848485,2024_Q3,club_cooccurrence,0.022992,rising
Toronto FC,club,0.5,14,51,0.168678,0.033308,0.023885,0.666667,2024_Q3,club_cooccurrence,-0.033022,falling
Chicago Fire FC,club,0.642857,18,81,0.25878,0.049225,0.023765,0.736842,2024_Q3,club_cooccurrence,0.019366,rising
Inter Miami CF,club,0.75,21,142,0.424233,0.082486,0.000661,0.777778,2024_Q3,club_cooccurrence,0.015822,rising
Portland Timbers,club,0.214286,6,18,0.047247,0.015753,0.002646,0.56,2024_Q3,club_cooccurrence,-0.00968,falling
Seattle Sounders FC,club,0.678571,19,54,0.106962,0.04008,0.100573,0.756757,2024_Q3,club_cooccurrence,-0.00748,falling
FC Cincinnati,club,0.714286,20,89,0.299269,0.053059,0.043084,0.777778,2024_Q3,club_cooccurrence,0.019984,rising
Minnesota United FC,club,0.535714,15,43,0.103985,0.031655,0.098425,0.682927,2024_Q3,club_cooccurrence,0.001177,stable
Atlanta United FC,club,0.321429,9,25,0.079707,0.018503,0.01433,0.583333,2024_Q3,club_cooccurrence,-0.010895,falling
Vancouver Whitecaps FC,club,0.428571,12,30,0.079549,0.022721,0.04086,0.636364,2024_Q3,club_cooccurrence,-0.011553,falling
LA Galaxy,club,0.535714,15,54,0.150794,0.035281,0.019929,0.682927,2024_Q3,club_cooccurrence,-0.002133,falling
St. Louis City SC,club,0.25,7,16,0.034043,0.014831,0.010009,0.571429,2024_Q3,club_cooccurrence,-0.002543,falling
Austin FC,club,0.285714,8,29,0.106982,0.020388,0.002205,0.583333,2024_Q3,club_cooccurrence,0.008338,rising
Nashville SC,club,0.285714,8,19,0.057412,0.015666,0.023148,0.583333,2024_Q3,club_cooccurrence,-0.034398,falling
Orlando City SC,club,0.464286,13,39,0.124892,0.026149,0.02522,0.651163,2024_Q3,club_cooccurrence,-0.00701,falling
Houston Dynamo FC,club,0.392857,11,24,0.060491,0.018886,0.04881,0.622222,2024_Q3,club_cooccurrence,-0.000818,stable
FC Dallas,club,0.285714,8,25,0.063933,0.019272,0.011243,0.571429,2024_Q3,club_cooccurrence,-0.010344,falling
Sporting Kansas City,club,0.214286,6,15,0.045996,0.0137,0.007275,0.56,2024_Q3,club_cooccurrence,-0.013923,falling
New York Red Bulls,club,0.392857,11,35,0.121145,0.023692,0.01707,0.622222,2024_Q3,club_cooccurrence,0.000834,stable
San Jose Earthquakes,club,0.071429,2,5,0.006946,0.008317,0.0,0.466667,2024_Q3,club_cooccurrence,-0.018066,falling
CF Montreal,club,0.888889,24,124,0.179796,0.053969,0.033001,0.9,2024_Q4,club_cooccurrence,-0.005086,falling
Columbus Crew,club,0.925926,25,157,0.269552,0.062971,0.044255,0.931034,2024_Q4,club_cooccurrence,0.006619,rising
D.C. United,club,0.481481,13,36,0.056625,0.018883,0.095421,0.658537,2024_Q4,club_cooccurrence,-0.003146,falling
Minnesota United FC,club,0.592593,16,86,0.169288,0.035102,0.003086,0.710526,2024_Q4,club_cooccurrence,0.005063,rising
New England Revolution,club,0.666667,18,72,0.125096,0.031452,0.052089,0.75,2024_Q4,club_cooccurrence,0.007566,rising
Orlando City SC,club,0.555556,15,100,0.20165,0.039837,0.001899,0.692308,2024_Q4,club_cooccurrence,0.008785,rising
San Jose Earthquakes,club,0.333333,9,22,0.033804,0.01357,0.044851,0.6,2024_Q4,club_cooccurrence,-0.008791,falling
Vancouver Whitecaps FC,club,0.592593,16,80,0.126778,0.03433,0.001899,0.710526,2024_Q4,club_cooccurrence,0.00351,rising
FC Cincinnati,club,0.555556,15,56,0.09787,0.025225,0.040693,0.692308,2024_Q4,club_cooccurrence,-0.014051,falling
Inter Miami CF,club,0.740741,20,175,0.294203,0.06732,0.002849,0.794118,2024_Q4,club_cooccurrence,-0.004755,falling
Portland Timbers,club,0.555556,15,67,0.116137,0.029189,0.019231,0.692308,2024_Q4,club_cooccurrence,0.006989,rising
Seattle Sounders FC,club,0.740741,20,197,0.364834,0.074246,0.00095,0.794118,2024_Q4,club_cooccurrence,0.030576,rising
Toronto FC,club,0.814815,22,135,0.242698,0.054274,0.024549,0.84375,2024_Q4,club_cooccurrence,-0.005753,falling
LAFC,club,0.814815,22,164,0.303248,0.062896,0.045184,0.84375,2024_Q4,club_cooccurrence,0.02091,rising
Real Salt Lake,club,0.37037,10,34,0.058648,0.017284,0.005556,0.6,2024_Q4,club_cooccurrence,-0.021083,falling
New York Red Bulls,club,0.666667,18,170,0.347906,0.063944,0.0,0.75,2024_Q4,club_cooccurrence,0.045597,rising
Nashville SC,club,0.703704,19,49,0.063767,0.025623,0.17018,0.771429,2024_Q4,club_cooccurrence,-0.018269,falling
Atlanta United FC,club,0.37037,10,56,0.102444,0.024655,0.002849,0.613636,2024_Q4,club_cooccurrence,-0.001944,stable
Sporting Kansas City,club,0.333333,9,27,0.043989,0.015163,0.030186,0.6,2024_Q4,club_cooccurrence,-0.009371,falling
LA Galaxy,club,0.851852,23,218,0.408721,0.081945,0.009497,0.870968,2024_Q4,club_cooccurrence,0.04971,rising
Houston Dynamo FC,club,0.481481,13,59,0.125149,0.025403,0.023911,0.658537,2024_Q4,club_cooccurrence,0.007235,rising
Charlotte FC,club,0.074074,2,4,0.006359,0.006792,0.001425,0.5,2024_Q4,club_cooccurrence,-0.020838,falling
New York City FC,club,0.703704,19,132,0.233735,0.053975,0.04226,0.771429,2024_Q4,club_cooccurrence,0.011203,rising
Philadelphia Union,club,0.37037,10,33,0.055264,0.017218,0.01394,0.613636,2024_Q4,club_cooccurrence,-0.032031,falling
Austin FC,club,0.111111,3,7,0.01093,0.007952,0.001994,0.519231,2024_Q4,club_cooccurrence,-0.005394,falling
Colorado Rapids,club,0.555556,15,53,0.099046,0.024054,0.04865,0.692308,2024_Q4,club_cooccurrence,-0.004858,falling
Chicago Fire FC,club,0.555556,15,46,0.065084,0.022511,0.051072,0.692308,2024_Q4,club_cooccurrence,-0.013282,falling
FC Dallas,club,0.222222,6,13,0.021318,0.010218,0.00641,0.5625,2024_Q4,club_cooccurrence,-0.017331,falling
